8939;ATENCION PELUQUERIA;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
8940;EL MERCURIO (LUNES A SABADO);6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
8941;DIARIO LA SEGUNDA;6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
8948;AVISO DE NACIMIENTO EN EL MERCURIO;6;PRESTACIONES DE HOTELERIA;175;PUBLICACIONES;0;0;;0
8950;EL MERCURIO (DOMINGO);6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
8951;LA TERCERA (LUNES A SABADO);6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
8952;LA TERCERA (DOMINGO);6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
8953;FOTOCOPIAS;6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8954;REVISTA CARAS;6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
8955;REVISTA COSAS;6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
8956;AVISO NACIMIENTO EL METROPOLITANO;6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
8962;ARRIENDO DE CATRE CLINICO;6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
8963;FLETE DE CATRE CLINICO;6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8966;CONTROL REMOTO T.V.;6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8967;CILINDRO CAJA SEGURIDAD;6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8968;ARRIENDO NOTEBOOK ( I HORA);6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8969;NOTEBOOK (WI-FI) + INTERNET (1 a 3 HORAS);6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8970;ARRIENDO NOTEBOOK (5 HORAS);6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8971;NOTEBOOK (WI-FI) + INTERNET 12 HORAS (DÍA O NOCHE);6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8972;ARRIENDO TARJETA WI-FI (1 HORA);6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8973;ARRIENDO TARJETA WI-FI (3 HORAS);6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8974;TARJETA (WI-FI) + INTERNET  (24 HORAS);6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8975;ARRIENDO TARJETA WI-FI (8 HORAS);6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8976;ARRIENDO TARJETA WI-FI (24 HORAS);6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8977;DVD + 2 PELICULAS  12 HORAS (DIA O NOCHE);6;PRESTACIONES DE HOTELERIA;999;OTROS COBROS VARIOS;0;0;;0
8978;NOTEBOOK (WI-FI) + INTERNET (24 HORAS);400;COBROS VARIOS;806;VARIOS;0;0;;0
8979;TRASLADO AMBULANCIA LIFE CARE;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
8991;PELICULA ADICIONAL C/U;6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
8992;CONSOLA DE JUEGOS XBOX + 1 JUEGO (1 A 3 HORAS);6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
8993;CONSOLA DE JUEGO XBOX + 1 JUEGO ( 12 HORAS DIA O N;6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
8994;CONSOLA DE JUEGOS XBOX +1 JUEGO ( 24 HORAS);6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
8995;JUEGO XBOX ADICIONAL C/U  (12 HORAS DIA O NOCHE);6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
8996;JUEGO XBOX ADICIONAL C/U (24 HORAS);6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
8997;CONTROL INALAMBRICO ADICIONAL  (12 HORAS DÍA O NOC;6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
8998;CONTROL INALAMBRICO ADICIONAL (24 HORAS);6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
8999;MARCO FOTO DIGITAL (12 HORAS DIA O NOCHE);6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
9000;MARCO FOTO DIGITAL (24 HORAS);6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
9001;RADIO CD MUSICA + 2 CD (12 HORAS DIA O NOCHE);6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
9002;RADIO CD MUSICA + 2 CD (24 HORAS);6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
9003;SUDOKU/OTROS SERVICIOS (1 A 3 HORAS) ;6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
9004;SUDOKU/OTROS SERVICIOS 12 HORAS (DIA O NOCHE);6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
9005;SUDOKU/OTROS SERVICIOS 24 HORAS ;6;PRESTACIONES DE HOTELERIA;190;ARRIENDOS;0;0;;0
9006;FUN THERAPY 1/2 DÍA ;400;COBROS VARIOS;806;VARIOS;0;0;;0
9008;FUN THERAPY 1 DÍA ;400;COBROS VARIOS;806;VARIOS;0;0;;0
49650;CERVEZA ROYAL GUARD;6;PRESTACIONES DE HOTELERIA;174;ALIMENTACION;0;0;;0
86050;HELICOPTERO VUELO EXTERNO ( MINUTO ADICIONAL );5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86051;HELICOPTERO VUELO EXTERNO ( 1/2 HORA);5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86060;* AMB. RESCATE MED-COMPLEJIDAD SECTOR 1;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86062;*AMB. RESCATE MED-COMPLEJIDAD SECTOR 2;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86064;*AMB. RESCATE MED-COMPLEJIDAD SECTOR 3 ;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86065;*AMB. RESCATE MED-COMPLEJIDAD POR KM. ;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86066;*AMB. RESCATE ALTA COMPLEJIDAD SECTOR 1;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86068;*AMB. RESCATE ALTA-COMPLEJIDAD SECTOR 2;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86070;*AMB. RESCATE ALTA COMPLEJIDAD SECTOR 3;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86071;*AMB. RESCATE ALTA COMPLEJIDAD POR KM. ;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86073;SECTOR 1 AMBULANCIA NORMAL ;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86076;SECTOR 2 AMBULANCIA NORMAL ;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86079;SECTOR 3 AMBULANCIA NORMAL ;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86082;TRASLADO FUERA DE AREA URBANA (1/K);5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86090;AMBULANCIA A FARELLONES;5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86096;HELICOPTERO DE RESCATE ( MEDIA HORA DE VUELO);5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
86097;HELICOPTERO DE RESCATE ( POR MINUTO ADICIONAL);5;CONSULTAS Y ATENCIONES;173;TRASLADOS;0;0;;0
89401;PEINADO BRUSHING CORTO;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89402;PEINADO BRUSHING;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89403;LAVADO NORMAL;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89404;MASAJE CAPILAR (AMPOLLA/CREMA) c/SECADO;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89405;LAVADO Y SECADO;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89406;CORTE VARON;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89408;CORTE BARBA;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89409;ACCESORIO DE PELUQUERIA;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89410;CORTE DAMA;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89411;MANICURE;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89412;PEINADO CON TUBO CORTO;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89413;Peinado con tubo corto ó largo (especial);6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89414;Masaje Facial ó Relajación;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89416;REFLEXOLOGIA;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89418;MAQUILLAJE;6;PRESTACIONES DE HOTELERIA;177;PELUQUERIA Y OTROS;0;0;;0
89481;GASTOS NOTARIALES (EXENTO);400;COBROS VARIOS;806;VARIOS;0;0;;0
89491;VALOR MINUTO LLAMADA CELULAR;6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
89492;LLAMADA LARGA DISTANCIA NACIONAL;6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
89493;LARGA DISTAN.ZONA:1 E.UNIDOS CANADA;6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
89494;LARGA DISTANCIA ZONA:2 EUROPA;6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
89495;LARGA DIST.ZONA:3 RESTO DE AMERICA;6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
89496;LARGA DIST.ZONA:4 RESTO DEL MUNDO;6;PRESTACIONES DE HOTELERIA;176;COMUNICACIONES;0;0;;0
89641;DESAYUNO;6;PRESTACIONES DE HOTELERIA;174;ALIMENTACION;0;0;;0
89643;ALMUERZO;6;PRESTACIONES DE HOTELERIA;174;ALIMENTACION;0;0;;0
89645;ONCES;6;PRESTACIONES DE HOTELERIA;174;ALIMENTACION;0;0;;0
89647;COMIDA;6;PRESTACIONES DE HOTELERIA;174;ALIMENTACION;0;0;;0
89648;NECTAR ANDINA;6;PRESTACIONES DE HOTELERIA;174;ALIMENTACION;0;0;;0
89649;BABIDA EN LATA;6;PRESTACIONES DE HOTELERIA;174;ALIMENTACION;0;0;;0
89651;AGUA MINERAL CON GAS;6;PRESTACIONES DE HOTELERIA;174;ALIMENTACION;0;0;;0
89652;AGUA MINERAL SIN GAS;6;PRESTACIONES DE HOTELERIA;174;ALIMENTACION;0;0;;0
89656;PAQUETE GALLETAS;6;PRESTACIONES DE HOTELERIA;174;ALIMENTACION;0;0;;0
89657;CHOCOLATE SANNHE NUS;6;PRESTACIONES DE HOTELERIA;174;ALIMENTACION;0;0;;0
